web_1    | 2022-02-28T01:59:58.314932970Z [info] Sent 204 in 3ms
web_1    | 2022-02-28T02:03:29.715258679Z 
web_1    | 2022-02-28T02:03:29.715262436Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715266403Z 
web_1    | 2022-02-28T02:03:29.715270260Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715274424Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715278385Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715282218Z 
web_1    | 2022-02-28T02:03:29.715286123Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715290050Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715294048Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715298092Z 
web_1    | 2022-02-28T02:03:29.715301753Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715305554Z 
web_1    | 2022-02-28T02:03:29.715309507Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715313516Z 
web_1    | 2022-02-28T02:03:29.715317209Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715321102Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715325201Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715329155Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715333138Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715336907Z 
web_1    | 2022-02-28T02:03:29.715340549Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715344441Z 
web_1    | 2022-02-28T02:03:29.715348305Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715370178Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715373861Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715377299Z 
web_1    | 2022-02-28T02:03:29.715380531Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715384049Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715387661Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715391059Z 
web_1    | 2022-02-28T02:03:29.715394266Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715397764Z 
web_1    | 2022-02-28T02:03:29.715401137Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715404718Z 
web_1    | 2022-02-28T02:03:29.715415816Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715419469Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715430787Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715434537Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715438025Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715441432Z 
web_1    | 2022-02-28T02:03:29.715444815Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715448276Z 
web_1    | 2022-02-28T02:03:29.715451548Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715462579Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715466255Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715469896Z 
web_1    | 2022-02-28T02:03:29.715473311Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715476747Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715480391Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715483993Z 
web_1    | 2022-02-28T02:03:29.715487269Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715490948Z 
web_1    | 2022-02-28T02:03:29.715494327Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715497923Z 
web_1    | 2022-02-28T02:03:29.715501227Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715504606Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715508126Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715511534Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715514995Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715523427Z 
web_1    | 2022-02-28T02:03:29.715526831Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715530299Z 
web_1    | 2022-02-28T02:03:29.715533537Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715537032Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715540471Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715543903Z 
web_1    | 2022-02-28T02:03:29.715547124Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715550544Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715553986Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715557473Z 
web_1    | 2022-02-28T02:03:29.715560684Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715564074Z 
web_1    | 2022-02-28T02:03:29.715567316Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715570879Z 
web_1    | 2022-02-28T02:03:29.715574140Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715577512Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715580953Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715584432Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715588198Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715591605Z 
web_1    | 2022-02-28T02:03:29.715594981Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715598584Z 
web_1    | 2022-02-28T02:03:29.715601932Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715605438Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715609063Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715612486Z 
web_1    | 2022-02-28T02:03:29.715615848Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715619281Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715622732Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715626177Z 
web_1    | 2022-02-28T02:03:29.715629383Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715632767Z 
web_1    | 2022-02-28T02:03:29.715636038Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715639618Z 
web_1    | 2022-02-28T02:03:29.715642865Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715646975Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715650527Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715658025Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715661517Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715664870Z 
web_1    | 2022-02-28T02:03:29.715668257Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715671755Z 
web_1    | 2022-02-28T02:03:29.715675019Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715678492Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715681937Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715685358Z 
web_1    | 2022-02-28T02:03:29.715688566Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715691980Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715695446Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715698869Z 
web_1    | 2022-02-28T02:03:29.715702082Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715705459Z 
web_1    | 2022-02-28T02:03:29.715708721Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715712280Z 
web_1    | 2022-02-28T02:03:29.715715529Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715718872Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715722341Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715725736Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715729198Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715732565Z 
web_1    | 2022-02-28T02:03:29.715735772Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715739202Z 
web_1    | 2022-02-28T02:03:29.715742417Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715745940Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715751201Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715754742Z 
web_1    | 2022-02-28T02:03:29.715757974Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715761503Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715765111Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715768617Z 
web_1    | 2022-02-28T02:03:29.715771846Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715775200Z 
web_1    | 2022-02-28T02:03:29.715778565Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715787066Z 
web_1    | 2022-02-28T02:03:29.715794469Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715797884Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715801357Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715804755Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715808186Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715811542Z 
web_1    | 2022-02-28T02:03:29.715814790Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715818293Z 
web_1    | 2022-02-28T02:03:29.715821539Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715825040Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715828506Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715831929Z 
web_1    | 2022-02-28T02:03:29.715835217Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715839700Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715843421Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715846871Z 
web_1    | 2022-02-28T02:03:29.715850120Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715853525Z 
web_1    | 2022-02-28T02:03:29.715856802Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715860376Z 
web_1    | 2022-02-28T02:03:29.715863640Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715866996Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715870468Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715873898Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715877315Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715880694Z 
web_1    | 2022-02-28T02:03:29.715883943Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715887395Z 
web_1    | 2022-02-28T02:03:29.715890640Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715894132Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715897590Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715901042Z 
web_1    | 2022-02-28T02:03:29.715904282Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715907696Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715911168Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715914584Z 
web_1    | 2022-02-28T02:03:29.715917871Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715921342Z 
web_1    | 2022-02-28T02:03:29.715930107Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.715933801Z 
web_1    | 2022-02-28T02:03:29.715937381Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.715940773Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.715944252Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.715947660Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.715951091Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.715954483Z 
web_1    | 2022-02-28T02:03:29.715957774Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.715961241Z 
web_1    | 2022-02-28T02:03:29.715964548Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.715968064Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.715971564Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.715975020Z 
web_1    | 2022-02-28T02:03:29.715978327Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.715981758Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.715985252Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.715988652Z 
web_1    | 2022-02-28T02:03:29.715991888Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.715995238Z 
web_1    | 2022-02-28T02:03:29.715998486Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.716002016Z 
web_1    | 2022-02-28T02:03:29.716012592Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.716016044Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.716019498Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.716023135Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.716027551Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.716030972Z 
web_1    | 2022-02-28T02:03:29.716034241Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.716037693Z 
web_1    | 2022-02-28T02:03:29.716040964Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.716044426Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.716047885Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.716051287Z 
web_1    | 2022-02-28T02:03:29.716054556Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.716057968Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.716061614Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.716069188Z 
web_1    | 2022-02-28T02:03:29.716072516Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.716075876Z 
web_1    | 2022-02-28T02:03:29.716079116Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:03:29.716089417Z 
web_1    | 2022-02-28T02:03:29.716092993Z   * The database does not exist
web_1    | 2022-02-28T02:03:29.716096471Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:03:29.716100055Z     migrations, was defined by another library
web_1    | 2022-02-28T02:03:29.716103592Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:03:29.716106995Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:03:29.716111741Z 
web_1    | 2022-02-28T02:03:29.716115129Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:03:29.716118701Z 
web_1    | 2022-02-28T02:03:29.716121956Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:03:29.716125592Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:03:29.716129069Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:03:29.716132723Z 
web_1    | 2022-02-28T02:03:29.716135980Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:03:29.716139416Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:03:29.716142930Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:03:29.716146383Z 
web_1    | 2022-02-28T02:03:29.716149634Z The full error report is shown below.
web_1    | 2022-02-28T02:03:29.716153072Z 
web_1    | 2022-02-28T02:03:35.917242038Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:38.482432545Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:45.037463931Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592131643Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592161451Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592166599Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592170770Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592176057Z [info] Sent 204 in 566ms
web_1    | 2022-02-28T02:03:54.592180347Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592184385Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592188274Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592192125Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592195907Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:03:54.592199752Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:03:54.592203597Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:03:54.592229339Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:03:54.592233227Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:03:54.592236676Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:03:54.592239970Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:03:54.592243371Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:03:54.592246693Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:03:54.592250174Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:03:54.592253521Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:03:54.592256974Z [info] Sent 204 in 235µs
web_1    | 2022-02-28T02:04:13.414251180Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:04:14.029189867Z [info] Sent 204 in 47ms
web_1    | 2022-02-28T02:04:14.029241329Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:04:14.029247150Z [info] Sent 204 in 142µs
web_1    | 2022-02-28T02:04:14.029258384Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:04:14.029262939Z [info] Sent 204 in 163µs
web_1    | 2022-02-28T02:04:14.029267057Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:04:14.029271197Z [info] Sent 204 in 199µs
web_1    | 2022-02-28T02:04:14.029275408Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:04:14.029279352Z [info] Sent 204 in 89µs
web_1    | 2022-02-28T02:04:14.029285101Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:04:14.029290911Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:04:14.029296698Z [info] Sent 204 in 9ms
web_1    | 2022-02-28T02:04:14.029302395Z [info] Sent 204 in 832µs
web_1    | 2022-02-28T02:04:49.100541501Z [info] Postgrex.Protocol (#PID<0.5018.26>) disconnected: ** (DBConnection.ConnectionError) client #PID<0.6093.26> exited
web_1    | 2022-02-28T02:04:49.552522758Z [info] Postgrex.Protocol (#PID<0.5016.26>) disconnected: ** (DBConnection.ConnectionError) client #PID<0.6080.26> exited
web_1    | 2022-02-28T02:04:50.252758685Z [info] Postgrex.Protocol (#PID<0.5023.26>) disconnected: ** (DBConnection.ConnectionError) client #PID<0.6098.26> exited
web_1    | 2022-02-28T02:05:09.740837245Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:09.941608243Z [info] Sent 204 in 8ms
web_1    | 2022-02-28T02:05:13.419282606Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.596001344Z [info] Sent 204 in 11ms
web_1    | 2022-02-28T02:05:13.597011911Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597046582Z [info] Sent 204 in 238µs
web_1    | 2022-02-28T02:05:13.597053150Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597057759Z [info] Sent 204 in 144µs
web_1    | 2022-02-28T02:05:13.597061860Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597065970Z [info] Sent 204 in 142µs
web_1    | 2022-02-28T02:05:13.597070091Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597073912Z [info] Sent 204 in 135µs
web_1    | 2022-02-28T02:05:13.597096011Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597099659Z [info] Sent 204 in 208µs
web_1    | 2022-02-28T02:05:13.597103127Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597106455Z [info] Sent 204 in 237µs
web_1    | 2022-02-28T02:05:13.597109784Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597113254Z [info] Sent 204 in 181µs
web_1    | 2022-02-28T02:05:13.597116569Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597120104Z [info] Sent 204 in 181µs
web_1    | 2022-02-28T02:05:13.597123603Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597126964Z [info] Sent 204 in 138µs
web_1    | 2022-02-28T02:05:13.597130607Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597133965Z [info] Sent 204 in 142µs
web_1    | 2022-02-28T02:05:13.597137808Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597141147Z [info] Sent 204 in 201µs
web_1    | 2022-02-28T02:05:13.597145252Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597148963Z [info] Sent 204 in 160µs
web_1    | 2022-02-28T02:05:13.597152262Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597155733Z [info] Sent 204 in 206µs
web_1    | 2022-02-28T02:05:13.597159180Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597162699Z [info] Sent 204 in 171µs
web_1    | 2022-02-28T02:05:13.597165999Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597169459Z [info] Sent 204 in 151µs
web_1    | 2022-02-28T02:05:13.597172750Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597176267Z [info] Sent 204 in 182µs
web_1    | 2022-02-28T02:05:13.597179573Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597182898Z [info] Sent 204 in 181µs
web_1    | 2022-02-28T02:05:13.597186214Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597189543Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597192896Z [info] Sent 204 in 150µs
web_1    | 2022-02-28T02:05:13.597196189Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597199509Z [info] Sent 204 in 161µs
web_1    | 2022-02-28T02:05:13.597202823Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597206144Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597209479Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597212887Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597216199Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597219510Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597222949Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597226308Z [info] Sent 204 in 227µs
web_1    | 2022-02-28T02:05:13.597229602Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597237593Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597241083Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597244391Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597247684Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597250967Z [info] Sent 204 in 191µs
web_1    | 2022-02-28T02:05:13.597254249Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597257520Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597260827Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597264105Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597267399Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597270687Z [info] Sent 204 in 3ms
web_1    | 2022-02-28T02:05:13.597274048Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597283303Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:05:13.597286759Z [info] Sent 204 in 574µs
web_1    | 2022-02-28T02:05:13.597290086Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597293350Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597296690Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597299944Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597303245Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597306484Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597309807Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597317114Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597320482Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597323740Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:05:13.597327020Z [info] Sent 204 in 2ms
